,Highest Ratio,Average Others,T-Statistic,P-Value,Label
0,0.23333333333333334,0.1822033898305085,-3.53275826407369,0.038562976693981454,Original
1,0.2033898305084746,0.1391949152542373,-3.4405910948750495,0.04121820653114378,Original
2,0.3389830508474576,0.27033898305084747,-2.228607614649941,0.11214158967770235,Original
3,0.2542372881355932,0.16836158192090395,-2.451612903225806,0.2465587655124727,Original
4,0.288135593220339,0.21087570621468926,-5.467540160267347,0.012025943288987453,Original
5,0.22033898305084745,0.1307909604519774,-11.145126479863883,0.0015479966208348658,Original
6,0.22033898305084745,0.1603813559322034,-4.047402698396378,0.027156785257683596,Original
7,0.3,0.22033898305084745,-11.51260179108094,0.0014069485474090153,Original
8,0.23728813559322035,0.18149717514124292,-3.7964977175244834,0.03208088709594881,Original
9,0.23728813559322035,0.16871468926553673,-3.7922455055393622,0.03217383630567124,Original
10,0.23333333333333334,0.1398305084745763,-4.975896705378727,0.015597602000975219,Original
11,0.23728813559322035,0.20261299435028246,-3.3817063110386885,0.04303714816975945,Original
12,0.288135593220339,0.18177966101694915,-3.365869501933496,0.04354367094755919,Original
13,0.22033898305084745,0.1477401129943503,-3.4073375272246085,0.04223311481214282,Original
14,0.4067796610169492,0.27838983050847455,-2.9307183932115923,0.06096526759447833,Original
15,0.16666666666666666,0.1228813559322034,-10.333333333333332,0.001933293191806968,Original
16,0.3050847457627119,0.21101694915254238,-4.384236405710172,0.02197310950253267,Original
17,0.2033898305084746,0.14745762711864407,-2.9054879908745583,0.062224127599699926,Original
18,0.23728813559322035,0.21087570621468926,-2.5909821905688375,0.08100515899541934,Original
